CASRN,DTXSID,SMILES
109574-82-5,DTXSID20546556,CC(=O)CCC(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)I
109574-84-7,DTXSID80546557,CCCCCCC(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
109574-86-9,DTXSID00762974,CCCCCCC(=CC(C(C(F)(F)F)(F)F)(F)F)I
109574-88-1,DTXSID10895363,CCCCCC/C(=C\C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)/I
109574-90-5,DTXSID60762975,C1=CC=C(C=C1)C(=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)I
109603-73-8,DTXSID80462864,CCCCCCC(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)I
109669-84-3,DTXSID00893318,C(C[N-]S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C[N+](CC(CS(=O)(=O)[O-])O)(CC(CS(=O)(=O)[O-])O)CC(=O)O.[Na+].[Na+].[Na+].[Cl-]
1097631-01-0,DTXSID30896332,CC(=O)SCCC(C(F)(F)F)(C(F)(F)F)F
109799-66-8,DTXSID30895486,C1COC(O1)C(C(C(F)(F)F)(F)F)(F)F
109856-51-1,DTXSID90895280,CCCCCCCCCCCCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
110035-58-0,DTXSID70553290,CN1C(=C(C(=N1)C(C(F)(F)F)(F)F)C(F)(F)F)C2=CC=CC=C2
110072-13-4,DTXSID60763104,C(=O)(C(C(OS(=O)(=O)F)(F)F)(F)F)Cl
110234-44-1,DTXSID30555078,C1=C(ON=C1N)C(C(F)(F)F)(F)F
110234-59-8,DTXSID40575747,CC1=C(ON=C1C(C(F)(F)F)(F)F)N
110234-96-3,DTXSID60575744,C1=CC=C2C(=C1)C(=O)N(C2=O)C3=NOC(=C3)C(C(F)(F)F)(F)F
110254-90-5,DTXSID40545622,C(CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F)CO
110260-75-8,DTXSID00551769,COC(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
110262-36-7,DTXSID40763208,C1=CC=C(C=C1)C2=CC(=CC=C2)OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
110346-60-6,DTXSID50763254,C(C(F)(F)Br)(O)(F)F.C(C(F)(F)Br)(O)(F)F.OS(=O)(=O)O
110388-02-8,DTXSID20896144,C(COCCO)NC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
110388-12-0,DTXSID50547132,CC(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
110396-62-8,DTXSID00448983,C1=CNC(=C1)C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F
110396-63-9,DTXSID10547077,C1=CNC(=C1)C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(F)F)(F)F
110570-90-6,DTXSID70893320,C=CC(=O)OCCNCCCS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1105981-44-9,DTXSID80895951,C1=CC(=NC=C1C(=O)O)C(C(C(F)(F)F)(F)F)(F)F
110676-15-8,DTXSID00892967,C(C(F)(F)F)(C(F)(F)S(=O)(=O)[O-])(F)F
110680-45-0,DTXSID00763345,C(=C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)F)I
110680-66-5,DTXSID00546236,C(#CC(C(C(F)F)(F)F)(F)F)C(=O)O
110680-70-1,DTXSID60763346,C(=C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)F)C(=O)O
110719-85-2,DTXSID00553682,C(C(OC(F)(F)F)(F)F)(C(F)(F)F)(C(F)(F)F)F
110719-86-3,DTXSID60553683,C1(C(C(OC1(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)F)(F)F
1107606-70-1,DTXSID20747480,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](C(=O)C4=C3C=CC(=C4)O)CCCCCCCCCSCCCC(C(F)(F)F)(F)F
110781-73-2,DTXSID10579656,C(=C(Cl)Cl)(C(C(F)(F)F)(F)F)F
110921-39-6,DTXSID10450214,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)C(F)(Cl)Cl
110927-72-5,DTXSID00895211,C=C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)Cl
110927-73-6,DTXSID50895403,C=C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cl
110960-47-9,DTXSID80895714,C1=CC=C(C=C1)C(=O)C=CC(C(C(F)(F)F)(F)F)(F)F
110968-70-2,DTXSID70551776,C1=C(C(=CC2=C1OC(C(O2)(F)F)(F)F)N)N
111144-99-1,DTXSID00763441,C=CC1=CC=C(C=C1)OCC(C(C(F)(F)F)(F)F)(F)F
111158-92-0,DTXSID10696418,C=CC1=CC=C(C=C1)COC(C(F)(F)F)C(F)(F)F
111160-49-7,DTXSID40763445,CC(C=O)C(C(F)(F)F)(F)F
111180-52-0,DTXSID50547011,C(C1=C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)F)F
111189-67-4,DTXSID5073797,C1=CC(=C(C=C1[N+](=O)[O-])Br)NC(=O)C(C(C(F)(F)F)(F)F)(F)F
111216-49-0,DTXSID30896135,CC1=C(C=C(C=C1)NC(=O)C(C(C(F)(F)F)(F)F)(F)F)Cl
111363-99-6,DTXSID20549522,C1=CC(=CC(=C1)C#N)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F
111364-00-2,DTXSID80549523,C1=CC=C(C(=C1)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F)C#N
111393-40-9,DTXSID50579670,C(C(F)(F)Cl)(C(Cl)(Cl)Br)(F)F
111511-41-2,DTXSID70546228,C1(=O)C(=O)C(C(C(C1(F)F)(F)F)(F)F)(F)F
111512-55-1,DTXSID801023138,[C@@H]([C@@](C(F)(F)F)(F)Cl)(F)Cl
111615-97-5,DTXSID60763548,C(C(F)(F)SN(F)F)(F)(F)F
111632-55-4,DTXSID70763554,C(=O)(C(C(F)(F)F)(C(F)(F)F)F)OOC(=O)C(C(F)(F)F)(C(F)(F)F)F
111641-50-0,DTXSID80763560,CC#C[Si](C)(C)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
111641-66-8,DTXSID40763561,CC(=O)NC1=CC=C(C=C1)OC(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F
111736-89-1,DTXSID10547653,CCNC(=O)C(C(C(F)(F)F)(F)F)(C(F)(F)F)F
111784-55-5,DTXSID50547334,C1=CC=C(C=C1)P(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F
111832-10-1,DTXSID90547050,C1=CC=C(C=C1)C#CC(C(C(C(C(F)F)(F)F)(F)F)(F)F)O
111835-69-9,DTXSID60548635,C(=O)(C(C(C(F)(F)Cl)(F)F)(F)F)Cl
111835-75-7,DTXSID20548636,CSC(=O)C#CC(C(F)(F)F)(F)F
111860-56-1,DTXSID80548637,C1=CC=C(C=C1)CSC(C(F)(F)F)(F)Br
111864-94-9,DTXSID50547071,C1(=C(C(=C(C(=C1F)F)F)F)C(F)(F)F)C(C(F)(F)F)(F)F
111864-95-0,DTXSID70547654,C1(=C(C(=C(C(=C1F)F)F)F)C(C(F)(F)F)(F)F)C(C(F)(F)F)(F)F
111915-34-5,DTXSID70763751,C1=CC(=CC=C1CC(C(C(C(F)F)(F)F)(F)F)(F)F)O
111918-92-4,DTXSID80763762,CCSC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
111918-97-9,DTXSID10336766,CCCCCCCCCCCCCCCC(=O)OCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
112147-50-9,DTXSID70763993,CC(=C)C(=O)OCC(C(F)(F)F)(F)Cl
112156-74-8,DTXSID30549371,C(C(C(F)(F)F)(F)F)(C(F)(F)F)(C(F)(F)F)C(F)(F)F
112242-89-4,DTXSID80764092,CC(=C)C1=CC=C(C=C1)OC(=C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F
112251-35-1,DTXSID50764100,CC(C=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
112330-85-5,DTXSID20920736,C1CO[Si]2(OCCN1CCO2)C(CC(C(C(F)(F)F)(F)F)(F)F)I
112340-21-3,DTXSID20764177,C1=CC(=CC=C1OC(=C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F)F)Cl
112340-38-2,DTXSID80764178,CC(=C)C1=CC=C(C=C1)OC(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F
112341-58-9,DTXSID30150002,C(C[O-])N(CC[O-])CC[O-].C([CH-]I)C(C(C(F)(F)F)(F)F)(F)F.[Si+4]
112343-55-2,DTXSID90764184,CC(=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C
112344-48-6,DTXSID50764185,CCCCCCCCCCCCCCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
112385-13-4,DTXSID30764224,C(C(O)(O)O)(C(F)(F)F)(O)F
112586-73-9,DTXSID40764391,C1=CC=C(C=C1)OC#CC(C(F)(F)F)(F)F
112678-68-9,DTXSID50549070,CCCCC#CC(=C(C)C)C(C(F)(F)F)(F)F
112708-16-4,DTXSID90592601,CC(C(C(C(C(C(C(O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F
1127427-64-8,DTXSID60895499,C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
112754-12-8,DTXSID80896362,C1(=C(C(=C(C(=C1F)F)F)F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)F
112754-13-9,DTXSID40338672,C12=C(C(C(C1(F)F)(C(F)(F)F)F)(F)F)C(C(C(C2(F)F)(F)F)(F)F)(F)F
112754-17-3,DTXSID10674195,C1=CC=C(C(=C1)C(C(F)(F)F)(F)F)Br
112783-42-3,DTXSID50764549,C(CSC(=C(C(C(F)(F)F)(F)F)F)F)O
112806-31-2,DTXSID70764561,COCC(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
112820-37-8,DTXSID90888859,C(=O)(C(C(F)(F)F)(OC(C(OC(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)F)F)F
112823-28-6,DTXSID10630918,C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
112960-63-1,DTXSID80553322,COC1=C(C2=CC=CC(=C2C=C1)C#N)C(C(F)(F)F)(F)F
113107-47-4,DTXSID80550997,C(CSCC(CSCCC(C(F)(F)F)(F)F)O)C(C(F)(F)F)(F)F
113116-18-0,DTXSID70347030,C(C(=O)C(C(C(F)(F)F)(F)F)(F)F)C(=O)C(C(C(F)(F)F)(F)F)(F)F
113138-44-6,DTXSID90764765,CCCCC(=C(C(C(F)(F)F)(F)F)F)OP(=O)(OCC)OCC
113138-46-8,DTXSID50764766,CCOP(=O)(OCC)OC(=C(C(C(F)(F)F)(F)F)F)CCC(C)C
113138-48-0,DTXSID10764767,CCC(CC)CCC(=C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)OP(=O)([O-])[O-]
1131890-97-5,DTXSID80896180,COC1=CC(=C(C=C1)OS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)Cl
1132677-78-1,DTXSID80897511,C(COC(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
1132933-86-8,DTXSID801010052,C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)[O-])(F)F)F.[Na+]
113304-06-6,DTXSID20477311,C(CSC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O
113321-61-2,DTXSID30150360,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C(=O)NC(=O)C(=N2)SC(C(C(F)(F)F)(F)F)(F)F)O)O)O
113360-58-0,DTXSID80764956,C(CC(=O)O)CNC(=O)C(C(F)(F)F)(F)Br
113366-08-8,DTXSID90764967,CCN(C(C(C(F)(F)F)(F)F)(F)F)S(=O)(=O)CCO
113419-03-7,DTXSID40765040,C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)I)Cl
113448-90-1,DTXSID30896731,C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=C(C=C(C=C3)O)F)C(C(C(F)(F)F)(F)F)(F)F
113487-29-9,DTXSID50551092,CCCCCCC(=O)C(C(C(F)(F)F)(F)F)F
113506-37-9,DTXSID70765119,CC(=C)C(=O)OCC(C(F)(Cl)Cl)(F)F
113507-78-1,DTXSID20554611,C(C(F)(F)F)OC(C(F)(F)S(=O)(=O)O)(F)F
113507-82-7,DTXSID50379814,C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)(F)F
113507-84-9,DTXSID20544299,C(C(F)(F)S(=O)(=O)O)(OC(C(F)(F)S(=O)(=O)O)(F)F)(F)F
113507-87-2,DTXSID40382150,C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F.[Na+]
1135308-34-7,DTXSID70892474,C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)S(=O)(=O)[O-].[K+]
113560-31-9,DTXSID00765162,C(CCC(=O)O)CCOC(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1135682-88-0,DTXSID10892473,C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)S(=O)(=O)O
113584-32-0,DTXSID90896176,C1CN(CCN1)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
113584-34-2,DTXSID10896259,CCC(=O)N1CCN(CC1)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
113584-36-4,DTXSID80896266,CCCCCC(=O)N1CCN(CC1)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
113584-52-4,DTXSID30897485,CCCCCCCC[N+]1(CCN(CC1)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCCCCCCC.[I-]
113612-30-9,DTXSID70397616,C(=C(F)I)(C(C(F)(F)F)(F)F)F
113659-13-5,DTXSID40765262,CCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
113659-14-6,DTXSID00765263,CCCCCCCCCOC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
113659-16-8,DTXSID40895371,CCCCCCCCCCCCCCCC(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
113688-43-0,DTXSID10549238,C[Si](C)(C)C(CC(C(F)(F)Br)(F)F)Br
113688-50-9,DTXSID70549239,C1CCC(C(C1)C(C(F)(F)Br)(F)F)Br
1137162-24-3,DTXSID80896322,C1=CC(=CC=C1CO)C(C(F)(F)F)(C(F)(F)F)F
1137678-56-8,DTXSID60897478,CC(C1=CSC(=C1)C#N)C(C)(C(=O)OC)S(=O)CCC(C(C(F)(F)F)(F)F)(F)F
113772-72-8,DTXSID00598770,C(=C(F)F)(OC(C(C(F)(F)F)(F)Br)(F)F)F
113791-64-3,DTXSID80603194,CCCCCCCC(C(C(O)(F)F)(F)F)F
113823-56-6,DTXSID90896095,CC1=CC=C(C=C1)S(=O)(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
113933-95-2,DTXSID00765521,C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)P(=O)(O)O
113933-98-5,DTXSID60893319,C[N+](C)(CCCNC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCC(=O)[O-]
113934-18-2,DTXSID60765522,C1=C(NC=N1)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
113939-45-0,DTXSID20720238,C1=CC(=CC=C1OC(C(F)(F)Br)(F)F)Br
113939-50-7,DTXSID10551492,CCN(CC)C(C(F)(Cl)Br)(F)F
113999-54-5,DTXSID20896664,CCCCCC/C=C/C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
113999-55-6,DTXSID50895281,CCCCCC=C(C)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
113999-61-4,DTXSID80896680,CCCCCCCC/C=C/C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
114221-75-9,DTXSID90895604,C(CC(CC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I)C(CC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
114221-76-0,DTXSID60895636,C(CCCCCCCCCC(CC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I)CCCCCCCCC(CC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
114221-77-1,DTXSID30895542,C(CCCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
114262-65-6,DTXSID30450630,C1=CC(=CC=C1C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)N
114292-89-6,DTXSID90561796,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(O)(F)F)(F)F)(F)F)(F)F
1144512-18-4,DTXSID10896597,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)F)(F)F)(F)F)O
1144512-34-4,DTXSID70896598,C(=O)(C(C(C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)F)(F)F)(F)F)O
1144512-35-5,DTXSID30896599,C(=O)(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(C(F)(F)F)F)(F)F)O
1144512-36-6,DTXSID80896600,C(=O)(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(C(F)(F)F)F)(F)F)(F)F)O
114519-85-6,DTXSID30892995,C(COP(=O)([O-])OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[Na+]
114636-26-9,DTXSID10556083,C(C(OC(C(F)(F)F)(F)F)(F)F)(C(OC(C(F)(F)F)(F)F)(F)F)(F)F
114639-13-3,DTXSID50557998,C1C(C(O1)(F)Cl)(F)F
114639-14-4,DTXSID90557997,C1C(C(O1)(F)F)(F)Cl
114810-02-5,DTXSID20577406,C(C(C(CF)(F)F)(F)F)F
114810-51-4,DTXSID30893321,C1C(OC(=O)O1)CC(C(F)(F)F)(F)F
114810-52-5,DTXSID00896006,C1C(OC(=O)O1)CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
114810-56-9,DTXSID70382168,C(C(CO)I)C(C(F)(F)F)(C(F)(F)F)F
114832-09-6,DTXSID20150874,C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(N2C(C(OC(C2(F)F)(F)F)(F)F)(F)F)F
1151525-71-1,DTXSID70895602,CCCCCCCCCCCCCCC=CC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1152098-94-6,DTXSID30896493,C=CC(C(OC(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
115224-00-5,DTXSID50583510,C[C@]12CC[C@H](C1(C)C)C(C2=O)C(=O)C(C(C(F)(F)F)(F)F)(F)F
115249-34-8,DTXSID70895526,C(CCCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
115-25-3,DTXSID9041811,C1(C(C(C1(F)F)(F)F)(F)F)(F)F
115347-68-7,DTXSID70379250,C(CI)C(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F
115416-68-7,DTXSID10515852,C(C(C(F)(F)S(=O)O)(F)F)(C(F)(F)S(=O)O)(F)F
115432-29-6,DTXSID00766215,C(=O)(C(C(C(F)(F)S(=O)O)(F)F)(F)F)O
115479-06-6,DTXSID90550923,CCOC(=O)C(C(=O)C)C(=O)C(C(C(F)(F)F)(F)F)(F)F
115585-00-7,DTXSID90895720,CNC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
115591-62-3,DTXSID50556628,C1=CC(=C(C=C1Cl)C(C(F)(F)F)(F)F)Cl
115781-18-5,DTXSID60597784,C(C[Si](O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
115783-72-7,DTXSID00896748,C(C(OC(C(F)(F)Br)(F)Br)(F)F)(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F
115784-92-4,DTXSID50151192,CC(C)OC(=O)C1=CC(=C(C=C1Cl)F)N2C(=O)C=C(N=C2OC)C(C(F)(F)F)(F)F
1158182-59-2,DTXSID601019189,C(COP(=O)(O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1158182-60-5,DTXSID60873414,C(COP(=O)(O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
115880-31-4,DTXSID30554440,C1=C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)C(F)F
116046-22-1,DTXSID60552712,C(C(C(F)(F)F)(F)F)(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F
116087-09-3,DTXSID40603731,C1CC2(CC1C=C2)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
116089-50-0,DTXSID70766363,CC(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)C(F)(F)F
116107-58-5,DTXSID00766376,C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)F)(C(C2(C(C(C(C(C2(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)F)C(F)(F)F)(F)F)C(F)(F)F
116142-52-0,DTXSID80766399,C(=O)C(=O)C(C(C(C(F)F)(F)F)(F)F)(F)F
116177-48-1,DTXSID60895439,CCCCCCCCCCCCCCCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
116177-54-9,DTXSID70895288,CCCCCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1161917-33-4,DTXSID10896158,CCCCCCOC1=CC=C(C=C1)S(=O)(=O)CCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1161941-02-1,DTXSID60896224,COC1=CC2=C(C=CN=C2C=C1)OS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
116206-92-9,DTXSID10551078,CCOC(=O)C(C(=O)C)C(=O)C(C(F)(F)F)(F)F
116265-66-8,DTXSID40881335,C12(C(C(C(C(C1(F)F)(C(C3(C(C(C(C(C3(F)F)(F)F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)(C(C(C(C2(F)F)(F)F)(F)F)(F)F)F)F
116353-73-2,DTXSID20766550,C1=CN=C(N=C1)OC(=O)C(C(C(F)(F)F)(F)F)(F)F
116356-70-8,DTXSID40766557,COC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)Cl
116392-95-1,DTXSID20552157,C1(=C(N=NN=C1C(C(F)(F)F)(C(F)(F)F)F)C(C(F)(F)F)(C(F)(F)F)F)C(C(F)(F)F)(C(F)(F)F)F
116486-78-3,DTXSID40436107,C(CCO)CC(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)I
116486-80-7,DTXSID50554563,C1=CC=C(C=C1)CC(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)I
116487-62-8,DTXSID00766654,C1(=C(C(C(C(C1(F)F)(C(F)F)F)(F)F)(F)F)F)F
116537-74-7,DTXSID90893322,CCN(CC(=O)[O-])C(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[Na+]
116741-81-2,DTXSID50450177,CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O
1169706-83-5,DTXSID80892985,C(CC(C(C(F)(F)F)(F)F)(F)F)C(=O)[O-]
1169825-97-1,DTXSID801023140,C(=O)(C(C(OC(C(F)(F)S(=O)(=O)F)(F)F)(F)F)(F)F)F
117081-46-6,DTXSID10556048,CC1=CC=C(C=C1)C(C(F)(F)F)(F)F
117081-47-7,DTXSID70556049,C1=CC=C2C(=C1)C=CC=C2C(C(F)(F)F)(F)F
117146-18-6,DTXSID40381981,CCCCCCCCCCCCCCCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
117205-07-9,DTXSID40382074,C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F.[K+]
