CASRN,DTXSID,Name,Species,Sex,DosingAdj,HalfLife.h,kelim.h,Source,NObs,Multimodal,FittedDist
1513-96-8,DTXSID60549369,"1,2,2,3,3,4,4,5-Octafluoropentan-1-ol",,,,52.55,,,,,
1513-96-8,DTXSID60549369,"1,2,2,3,3,4,4,5-Octafluoropentan-1-ol",,,,4.943,,,,,
68318-34-3,DTXSID50880612,Perfluoro-2-methylcyclohexanesulfonyl fluoride,,,,29070,,,,,
68318-34-3,DTXSID50880612,Perfluoro-2-methylcyclohexanesulfonyl fluoride,,,,52.55,,,,,
68318-34-3,DTXSID50880612,Perfluoro-2-methylcyclohexanesulfonyl fluoride,,,,782.4,,,,,
84933-50-6,DTXSID90511175,"1,2,2,3,3,4,4,5,5,6-Decafluorohexane-1,6-disulfonyl difluoride",,,,29070,,,,,
84933-50-6,DTXSID90511175,"1,2,2,3,3,4,4,5,5,6-Decafluorohexane-1,6-disulfonyl difluoride",,,,782.4,,,,,
107350-42-5,DTXSID2073778,"N-(2,3,4,5-Tetrachlorophenyl)perfluorocyclohexanecarboxamide",,,,29070,,,,,
107350-42-5,DTXSID2073778,"N-(2,3,4,5-Tetrachlorophenyl)perfluorocyclohexanecarboxamide",,,,782.4,,,,,
308-95-2,DTXSID40953006,"1,2,2,3,3,4,4,5,5,6,6-Undecafluoro-N,N-bis(pentafluoroethyl)cyclohexan-1-amine",,,,29070,,,,,
308-95-2,DTXSID40953006,"1,2,2,3,3,4,4,5,5,6,6-Undecafluoro-N,N-bis(pentafluoroethyl)cyclohexan-1-amine",,,,52.55,,,,,
308-95-2,DTXSID40953006,"1,2,2,3,3,4,4,5,5,6,6-Undecafluoro-N,N-bis(pentafluoroethyl)cyclohexan-1-amine",,,,782.4,,,,,
308-95-2,DTXSID40953006,"1,2,2,3,3,4,4,5,5,6,6-Undecafluoro-N,N-bis(pentafluoroethyl)cyclohexan-1-amine",,,,4.943,,,,,
51579-56-7,DTXSID40504259,"1,2,2,3,3,4,4,5,5,6,6-Undecafluorocyclohexane-1-carbonitrile",,,,52.55,,,,,
51579-56-7,DTXSID40504259,"1,2,2,3,3,4,4,5,5,6,6-Undecafluorocyclohexane-1-carbonitrile",,,,4.943,,,,,
58816-79-8,DTXSID70380760,"1,2,2,3,3,4,4,5,5,6,6-Undecafluorocyclohexane-1-carbonyl chloride",,,,52.55,,,,,
58816-79-8,DTXSID70380760,"1,2,2,3,3,4,4,5,5,6,6-Undecafluorocyclohexane-1-carbonyl chloride",,,,29070,,,,,
58816-79-8,DTXSID70380760,"1,2,2,3,3,4,4,5,5,6,6-Undecafluorocyclohexane-1-carbonyl chloride",,,,782.4,,,,,
58816-79-8,DTXSID70380760,"1,2,2,3,3,4,4,5,5,6,6-Undecafluorocyclohexane-1-carbonyl chloride",,,,4.943,,,,,
62789-53-1,DTXSID00805092,"1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Pentadecafluorocyclooctan-1-ol",,,,29070,,,,,
62789-53-1,DTXSID00805092,"1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Pentadecafluorocyclooctan-1-ol",,,,782.4,,,,,
84933-49-3,DTXSID30511174,"1,2,2,3,3,4,4,5,5,6,7,7-Dodecafluorohept-6-ene-1-sulfonyl fluoride",,,,29070,,,,,
84933-49-3,DTXSID30511174,"1,2,2,3,3,4,4,5,5,6,7,7-Dodecafluorohept-6-ene-1-sulfonyl fluoride",,,,782.4,,,,,
84933-49-3,DTXSID30511174,"1,2,2,3,3,4,4,5,5,6,7,7-Dodecafluorohept-6-ene-1-sulfonyl fluoride",,,,4.943,,,,,
918409-19-5,DTXSID20846068,"1,2,2,3,3,4,4,5,6,6,7,7,8,8-Tetradecafluorobicyclo[3.2.1]octane",,,,52.55,,,,,
918409-19-5,DTXSID20846068,"1,2,2,3,3,4,4,5,6,6,7,7,8,8-Tetradecafluorobicyclo[3.2.1]octane",,,,4.943,,,,,
75108-51-9,DTXSID30824711,"1,2,2,3,3,4,4,6,7,7,8,8,9,9-Tetradecafluoro-5,6-bis(trifluoromethyl)bicyclo[3.3.1]nonane",,,,29070,,,,,
75108-51-9,DTXSID30824711,"1,2,2,3,3,4,4,6,7,7,8,8,9,9-Tetradecafluoro-5,6-bis(trifluoromethyl)bicyclo[3.3.1]nonane",,,,52.55,,,,,
75108-51-9,DTXSID30824711,"1,2,2,3,3,4,4,6,7,7,8,8,9,9-Tetradecafluoro-5,6-bis(trifluoromethyl)bicyclo[3.3.1]nonane",,,,782.4,,,,,
75108-51-9,DTXSID30824711,"1,2,2,3,3,4,4,6,7,7,8,8,9,9-Tetradecafluoro-5,6-bis(trifluoromethyl)bicyclo[3.3.1]nonane",,,,4.943,,,,,
92942-81-9,DTXSID10758323,"1,2,2,3,3,4,4a,5,5,6,6,7,7,8-Tetradecafluoro-4-(trifluoromethyl)-1,2,3,4,4a,5,6,7-octahydroquinoline",,,,29070,,,,,
92942-81-9,DTXSID10758323,"1,2,2,3,3,4,4a,5,5,6,6,7,7,8-Tetradecafluoro-4-(trifluoromethyl)-1,2,3,4,4a,5,6,7-octahydroquinoline",,,,52.55,,,,,
92942-81-9,DTXSID10758323,"1,2,2,3,3,4,4a,5,5,6,6,7,7,8-Tetradecafluoro-4-(trifluoromethyl)-1,2,3,4,4a,5,6,7-octahydroquinoline",,,,782.4,,,,,
1646599-70-3,DTXSID80889315,Perfluoro-3-methylcyclopentane-1-carbonyl fluoride,,,,52.55,,,,,
1646599-70-3,DTXSID80889315,Perfluoro-3-methylcyclopentane-1-carbonyl fluoride,,,,4.943,,,,,
374-58-3,DTXSID60867515,"Perfluoro-2,4-dimethylcyclohexane-1-sulfonic acid",,,,29070,,,,,
374-58-3,DTXSID60867515,"Perfluoro-2,4-dimethylcyclohexane-1-sulfonic acid",,,,782.4,,,,,
68156-06-9,DTXSID90880590,Perfluoro-4-ethylcyclohexanesulfonyl fluoride,,,,29070,,,,,
68156-06-9,DTXSID90880590,Perfluoro-4-ethylcyclohexanesulfonyl fluoride,,,,782.4,,,,,
68156-06-9,DTXSID90880590,Perfluoro-4-ethylcyclohexanesulfonyl fluoride,,,,52.55,,,,,
4934-61-6,DTXSID30619341,"1,2,2,3,3,5,5,6,6,7,7-Undecafluorobicyclo[2.2.1]heptane",,,,52.55,,,,,
4934-61-6,DTXSID30619341,"1,2,2,3,3,5,5,6,6,7,7-Undecafluorobicyclo[2.2.1]heptane",,,,4.943,,,,,
94024-64-3,DTXSID00758933,"1,2,2,3,4,4-Hexafluorobicyclo[1.1.0]butane",,,,52.55,,,,,
94024-64-3,DTXSID00758933,"1,2,2,3,4,4-Hexafluorobicyclo[1.1.0]butane",,,,4.943,,,,,
127564-91-4,DTXSID50925911,#N/A,,,,52.55,,,,,
127564-91-4,DTXSID50925911,#N/A,,,,4.943,,,,,
3824-97-3,DTXSID40459518,"1,2,3-Trichloro-3,4,4,5,5-pentafluorocyclopent-1-ene",,,,782.4,,,,,
3824-97-3,DTXSID40459518,"1,2,3-Trichloro-3,4,4,5,5-pentafluorocyclopent-1-ene",,,,52.55,,,,,
3824-97-3,DTXSID40459518,"1,2,3-Trichloro-3,4,4,5,5-pentafluorocyclopent-1-ene",,,,4.943,,,,,
76-17-5,DTXSID8058794,"1,2,3-Trichloropentafluoropropane",,,,52.55,,,,,
76-17-5,DTXSID8058794,"1,2,3-Trichloropentafluoropropane",,,,4.943,,,,,
422-41-3,DTXSID20290385,#N/A,,,,52.55,,,,,
422-41-3,DTXSID20290385,#N/A,,,,4.943,,,,,
105311-66-8,DTXSID10909434,"1,2,3,3,4-Pentafluoro-4-(trifluoromethyl)cyclobut-1-ene",,,,52.55,,,,,
105311-66-8,DTXSID10909434,"1,2,3,3,4-Pentafluoro-4-(trifluoromethyl)cyclobut-1-ene",,,,4.943,,,,,
113612-30-9,DTXSID70397616,(1Z)-Perfluoro-1-iodo-1-butene,,,,52.55,,,,,
113612-30-9,DTXSID70397616,(1Z)-Perfluoro-1-iodo-1-butene,,,,4.943,,,,,
75180-13-1,DTXSID70705873,"1,2,3,3,4,4,5,5,5-Nonafluoropent-1-ene",,,,52.55,,,,,
75180-13-1,DTXSID70705873,"1,2,3,3,4,4,5,5,5-Nonafluoropent-1-ene",,,,4.943,,,,,
66249-21-6,DTXSID20895218,"1-(1,2-Difluoroethenyl)perfluorobutane",,,,52.55,,,,,
66249-21-6,DTXSID20895218,"1-(1,2-Difluoroethenyl)perfluorobutane",,,,4.943,,,,,
102682-83-7,DTXSID30761218,"1,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-1-iodohept-1-ene",,,,29070,,,,,
102682-83-7,DTXSID30761218,"1,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-1-iodohept-1-ene",,,,52.55,,,,,
102682-83-7,DTXSID30761218,"1,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-1-iodohept-1-ene",,,,782.4,,,,,
7621-51-4,DTXSID00895291,"1-(1,2-Difluoroethenyl)perfluorohexane",,,,52.55,,,,,
7621-51-4,DTXSID00895291,"1-(1,2-Difluoroethenyl)perfluorohexane",,,,4.943,,,,,
64614-34-2,DTXSID10794509,"1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-ol",,,,29070,,,,,
64614-34-2,DTXSID10794509,"1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-ol",,,,52.55,,,,,
64614-34-2,DTXSID10794509,"1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-ol",,,,782.4,,,,,
71178-19-3,DTXSID20825530,"1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-ene-1-sulfonic acid",,,,29070,,,,,
71178-19-3,DTXSID20825530,"1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-ene-1-sulfonic acid",,,,782.4,,,,,
85625-25-8,DTXSID10515736,"1,2,3,3,4,4,5,5,6,7,7-Undecafluorocyclohept-1-ene",,,,52.55,,,,,
85625-25-8,DTXSID10515736,"1,2,3,3,4,4,5,5,6,7,7-Undecafluorocyclohept-1-ene",,,,4.943,,,,,
85625-24-7,DTXSID70515737,"1,2,3,3,4,4,5,6,6,7,7-Undecafluorocyclohept-1-ene",,,,52.55,,,,,
85625-24-7,DTXSID70515737,"1,2,3,3,4,4,5,6,6,7,7-Undecafluorocyclohept-1-ene",,,,4.943,,,,,
375-24-6,DTXSID70958600,#N/A,,,,29070,,,,,
375-24-6,DTXSID70958600,#N/A,,,,782.4,,,,,
375-45-1,DTXSID40339866,#N/A,,,,52.55,,,,,
375-45-1,DTXSID40339866,#N/A,,,,4.943,,,,,
1453-38-9,DTXSID70379351,#N/A,,,,29070,,,,,
1453-38-9,DTXSID70379351,#N/A,,,,52.55,,,,,
1453-38-9,DTXSID70379351,#N/A,,,,782.4,,,,,
1453-38-9,DTXSID70379351,#N/A,,,,4.943,,,,,
112754-12-8,DTXSID80896362,"1,2,3,4-Tetrafluoro-5-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-(trifluoromethyl)benzene",,,,29070,,,,,
112754-12-8,DTXSID80896362,"1,2,3,4-Tetrafluoro-5-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-(trifluoromethyl)benzene",,,,52.55,,,,,
112754-12-8,DTXSID80896362,"1,2,3,4-Tetrafluoro-5-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-(trifluoromethyl)benzene",,,,782.4,,,,,
129246-68-0,DTXSID00338673,"1,2,3,4-Tetrafluoro-5-(1,1,1,2,4,4,5,5,5-nonafluoropent-2-en-3-yl)-6-(trifluoromethyl)benzene",,,,29070,,,,,
129246-68-0,DTXSID00338673,"1,2,3,4-Tetrafluoro-5-(1,1,1,2,4,4,5,5,5-nonafluoropent-2-en-3-yl)-6-(trifluoromethyl)benzene",,,,52.55,,,,,
129246-68-0,DTXSID00338673,"1,2,3,4-Tetrafluoro-5-(1,1,1,2,4,4,5,5,5-nonafluoropent-2-en-3-yl)-6-(trifluoromethyl)benzene",,,,782.4,,,,,
111864-94-9,DTXSID50547071,"1,2,3,4-Tetrafluoro-5-(pentafluoroethyl)-6-(trifluoromethyl)benzene",,,,52.55,,,,,
111864-94-9,DTXSID50547071,"1,2,3,4-Tetrafluoro-5-(pentafluoroethyl)-6-(trifluoromethyl)benzene",,,,4.943,,,,,
138947-19-0,DTXSID30568103,"1,2,3,4-Tetrafluoro-5-(pentafluoroethyl)benzene",,,,52.55,,,,,
138947-19-0,DTXSID30568103,"1,2,3,4-Tetrafluoro-5-(pentafluoroethyl)benzene",,,,4.943,,,,,
111864-95-0,DTXSID70547654,"1,2,3,4-Tetrafluoro-5,6-bis(pentafluoroethyl)benzene",,,,29070,,,,,
111864-95-0,DTXSID70547654,"1,2,3,4-Tetrafluoro-5,6-bis(pentafluoroethyl)benzene",,,,52.55,,,,,
111864-95-0,DTXSID70547654,"1,2,3,4-Tetrafluoro-5,6-bis(pentafluoroethyl)benzene",,,,782.4,,,,,
167026-90-6,DTXSID60896305,"1,2,3,4,4,4-Hexafluoro-1-iodo-3-(trifluoromethyl)-1-butene",,,,52.55,,,,,
167026-90-6,DTXSID60896305,"1,2,3,4,4,4-Hexafluoro-1-iodo-3-(trifluoromethyl)-1-butene",,,,4.943,,,,,
84195-42-6,DTXSID10834151,"1,2,3,4,4,4-Hexafluoro-3-(heptafluoropropoxy)but-1-ene",,,,52.55,,,,,
17480-16-9,DTXSID80896342,"1,2,3,4,5-Pentafluoro-6-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzene",,,,52.55,,,,,
17480-16-9,DTXSID80896342,"1,2,3,4,5-Pentafluoro-6-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzene",,,,4.943,,,,,
918409-18-4,DTXSID00430904,"1,2,3,4,5-Pentafluoro-6-(1,1,2,2,3,3,3-heptafluoropropyl)cyclohexane",,,,52.55,,,,,
918409-18-4,DTXSID00430904,"1,2,3,4,5-Pentafluoro-6-(1,1,2,2,3,3,3-heptafluoropropyl)cyclohexane",,,,4.943,,,,,
54387-09-6,DTXSID60850649,"1,2,3,4,5-Pentafluoro-6-(heptadecafluorooctyl)benzene",,,,29070,,,,,
54387-09-6,DTXSID60850649,"1,2,3,4,5-Pentafluoro-6-(heptadecafluorooctyl)benzene",,,,782.4,,,,,
54326-26-0,DTXSID50895640,"1,2,3,4,5-Pentafluoro-6-(heptafluoropropyl)benzene",,,,52.55,,,,,
54326-26-0,DTXSID50895640,"1,2,3,4,5-Pentafluoro-6-(heptafluoropropyl)benzene",,,,4.943,,,,,
19108-38-4,DTXSID20895753,"1,2,3,4,5-Pentafluoro-6-(nonafluorobutyl)benzene",,,,29070,,,,,
19108-38-4,DTXSID20895753,"1,2,3,4,5-Pentafluoro-6-(nonafluorobutyl)benzene",,,,52.55,,,,,
19108-38-4,DTXSID20895753,"1,2,3,4,5-Pentafluoro-6-(nonafluorobutyl)benzene",,,,782.4,,,,,
159752-92-8,DTXSID40896489,"1,2,3,4,5-Pentafluoro-6-(pentafluoroethoxy)benzene",,,,52.55,,,,,
159752-92-8,DTXSID40896489,"1,2,3,4,5-Pentafluoro-6-(pentafluoroethoxy)benzene",,,,4.943,,,,,
377-70-8,DTXSID20343926,"1,2,3,4,5,5,6,6-Octafluoro-1,3-cyclohexadiene",,,,52.55,,,,,
377-70-8,DTXSID20343926,"1,2,3,4,5,5,6,6-Octafluoro-1,3-cyclohexadiene",,,,4.943,,,,,
30301-52-1,DTXSID60343925,"1,2,3,4,5,5,6,6-Octafluorobicyclo[2.2.0]hex-2-ene",,,,52.55,,,,,
30301-52-1,DTXSID60343925,"1,2,3,4,5,5,6,6-Octafluorobicyclo[2.2.0]hex-2-ene",,,,4.943,,,,,
31462-62-1,DTXSID60343824,"1,2,3,4,5,5,6,6-Octafluorobicyclo[2.2.2]oct-2-ene",,,,52.55,,,,,
31462-62-1,DTXSID60343824,"1,2,3,4,5,5,6,6-Octafluorobicyclo[2.2.2]oct-2-ene",,,,4.943,,,,,
307-25-5,DTXSID00339867,#N/A,,,,29070,,,,,
307-25-5,DTXSID00339867,#N/A,,,,782.4,,,,,
1890-47-7,DTXSID50940407,"1,2,3,4,7,7-Hexachloro-5-(2,2,3,3-tetrafluorocyclobutyl)bicyclo[2.2.1]hept-2-ene",,,,29070,,,,,
1890-47-7,DTXSID50940407,"1,2,3,4,7,7-Hexachloro-5-(2,2,3,3-tetrafluorocyclobutyl)bicyclo[2.2.1]hept-2-ene",,,,782.4,,,,,
5074-57-7,DTXSID40631458,"1,2,3,5,5,6,6,7,7-Nonafluorobicyclo[2.2.1]hept-2-ene",,,,52.55,,,,,
5074-57-7,DTXSID40631458,"1,2,3,5,5,6,6,7,7-Nonafluorobicyclo[2.2.1]hept-2-ene",,,,4.943,,,,,
56949-85-0,DTXSID50850133,"1,2,3,5,6-Pentachloro-1,1,2,3,4,4,5,6,6-nonafluorohexane",,,,29070,,,,,
56949-85-0,DTXSID50850133,"1,2,3,5,6-Pentachloro-1,1,2,3,4,4,5,6,6-nonafluorohexane",,,,782.4,,,,,
21733-14-2,DTXSID80458207,"1,2,4-Oxadiazole, 5-(pentadecafluoroheptyl)-3-phenyl-",,,,29070,,,,,
21733-14-2,DTXSID80458207,"1,2,4-Oxadiazole, 5-(pentadecafluoroheptyl)-3-phenyl-",,,,782.4,,,,,
113321-61-2,DTXSID30150360,"1,2,4-Triazine-3,5(2H,4H)-dione, 6-((heptafluoropropyl)thio)-2-beta-D-ribofuranosyl-",,,,29070,,,,,
113321-61-2,DTXSID30150360,"1,2,4-Triazine-3,5(2H,4H)-dione, 6-((heptafluoropropyl)thio)-2-beta-D-ribofuranosyl-",,,,782.4,,,,,
113321-61-2,DTXSID30150360,"1,2,4-Triazine-3,5(2H,4H)-dione, 6-((heptafluoropropyl)thio)-2-beta-D-ribofuranosyl-",,,,52.55,,,,,
73673-81-1,DTXSID10223925,"1,2,4-Triazolo(4,3-b)pyridazine, 8-(p-fluorophenyl)-6-(pentafluoroethyl)-",,,,29070,,,,,
73673-81-1,DTXSID10223925,"1,2,4-Triazolo(4,3-b)pyridazine, 8-(p-fluorophenyl)-6-(pentafluoroethyl)-",,,,782.4,,,,,
73673-81-1,DTXSID10223925,"1,2,4-Triazolo(4,3-b)pyridazine, 8-(p-fluorophenyl)-6-(pentafluoroethyl)-",,,,52.55,,,,,
2022-80-2,DTXSID10380805,#N/A,,,,29070,,,,,
2022-80-2,DTXSID10380805,#N/A,,,,52.55,,,,,
2022-80-2,DTXSID10380805,#N/A,,,,782.4,,,,,
2022-80-2,DTXSID10380805,#N/A,,,,4.943,,,,,
261760-97-8,DTXSID60382177,#N/A,,,,52.55,,,,,
261760-97-8,DTXSID60382177,#N/A,,,,4.943,,,,,
23885-10-1,DTXSID50545976,#N/A,,,,29070,,,,,
23885-10-1,DTXSID50545976,#N/A,,,,782.4,,,,,
23885-10-1,DTXSID50545976,#N/A,,,,4.943,,,,,
20017-51-0,DTXSID20896407,"1,2,4-Trifluoro-3,5-bis(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-nitrobenzene",,,,29070,,,,,
20017-51-0,DTXSID20896407,"1,2,4-Trifluoro-3,5-bis(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-nitrobenzene",,,,52.55,,,,,
20017-51-0,DTXSID20896407,"1,2,4-Trifluoro-3,5-bis(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-nitrobenzene",,,,782.4,,,,,
136264-73-8,DTXSID00896369,"1,2,4,5-Tetrafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-(trichloromethyl)benzene",,,,29070,,,,,
136264-73-8,DTXSID00896369,"1,2,4,5-Tetrafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-(trichloromethyl)benzene",,,,782.4,,,,,
20017-50-9,DTXSID40896383,"1,2,4,5-Tetrafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-nitrobenzene",,,,52.55,,,,,
20017-50-9,DTXSID40896383,"1,2,4,5-Tetrafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-nitrobenzene",,,,4.943,,,,,
153817-18-6,DTXSID30895628,"1,2,4,5-Tetrafluoro-3-(heptafluoropropyl)benzene",,,,52.55,,,,,
153817-18-6,DTXSID30895628,"1,2,4,5-Tetrafluoro-3-(heptafluoropropyl)benzene",,,,4.943,,,,,
89537-38-2,DTXSID10524505,"1,2,4,5,5,6,6,7,7-Nonafluorocyclohepta-1,3-diene",,,,52.55,,,,,
89537-38-2,DTXSID10524505,"1,2,4,5,5,6,6,7,7-Nonafluorocyclohepta-1,3-diene",,,,4.943,,,,,
647-20-1,DTXSID10794342,"1,2,4,5,7,8-Hexachloro-1,1,2,3,3,4,5,6,6,7,8,8-dodecafluorooctane",,,,29070,,,,,
647-20-1,DTXSID10794342,"1,2,4,5,7,8-Hexachloro-1,1,2,3,3,4,5,6,6,7,8,8-dodecafluorooctane",,,,782.4,,,,,
31462-68-7,DTXSID30346443,"1,2,5,5,6,6-Hexafluoro-3,4-dimethyl-1,3-cyclohexadiene",,,,52.55,,,,,
31462-68-7,DTXSID30346443,"1,2,5,5,6,6-Hexafluoro-3,4-dimethyl-1,3-cyclohexadiene",,,,4.943,,,,,
72779-05-6,DTXSID60880961,"1,3-bis((perfluoro-5-methylhexyl)ethylthio)prop-2-yl (4-methyl-3-(((2-methyl-1-aziridinyl)carbonyl)amino)phenyl)carbamate",,,,29070,,,,,
72779-05-6,DTXSID60880961,"1,3-bis((perfluoro-5-methylhexyl)ethylthio)prop-2-yl (4-methyl-3-(((2-methyl-1-aziridinyl)carbonyl)amino)phenyl)carbamate",,,,782.4,,,,,
53122-42-2,DTXSID70880457,"1,3-Bis(2-(perfluoro-7-methyloctyl)-1-ethylsulfanyl)propan-2-yl {4-methyl-3-[(2-methylaziridine-1-carbonyl)amino]phenyl}carbamate",,,,29070,,,,,
53122-42-2,DTXSID70880457,"1,3-Bis(2-(perfluoro-7-methyloctyl)-1-ethylsulfanyl)propan-2-yl {4-methyl-3-[(2-methylaziridine-1-carbonyl)amino]phenyl}carbamate",,,,782.4,,,,,
5086-79-3,DTXSID80198893,"1,3-Bis(2-phenyl-1,3,4-oxadiazol-5-yl)perfluoropropane",,,,29070,,,,,
5086-79-3,DTXSID80198893,"1,3-Bis(2-phenyl-1,3,4-oxadiazol-5-yl)perfluoropropane",,,,782.4,,,,,
1598-17-0,DTXSID10895641,"1,3-Bis(2,2,3,3,4,4,4-heptafluorobutoxy)propan-2-ol",,,,29070,,,,,
1598-17-0,DTXSID10895641,"1,3-Bis(2,2,3,3,4,4,4-heptafluorobutoxy)propan-2-ol",,,,782.4,,,,,
1543-55-1,DTXSID90298797,"1,3-bis(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctyl)urea",,,,29070,,,,,
1543-55-1,DTXSID90298797,"1,3-bis(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctyl)urea",,,,782.4,,,,,
129498-18-6,DTXSID50895665,"1,3-Bis(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)-1,1,3,3-tetramethyldisiloxane",,,,29070,,,,,
129498-18-6,DTXSID50895665,"1,3-Bis(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)-1,1,3,3-tetramethyldisiloxane",,,,782.4,,,,,
124389-29-3,DTXSID90895760,"1,3-Bis(tridecafluorohexyl)benzene",,,,29070,,,,,
124389-29-3,DTXSID90895760,"1,3-Bis(tridecafluorohexyl)benzene",,,,782.4,,,,,
55987-23-0,DTXSID30850393,"1,3-Bis[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluoronon-1-en-1-yl)oxy]benzene",,,,29070,,,,,
55987-23-0,DTXSID30850393,"1,3-Bis[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluoronon-1-en-1-yl)oxy]benzene",,,,782.4,,,,,
113107-47-4,DTXSID80550997,"1,3-Bis[(3,3,4,4,4-pentafluorobutyl)sulfanyl]propan-2-ol",,,,29070,,,,,
113107-47-4,DTXSID80550997,"1,3-Bis[(3,3,4,4,4-pentafluorobutyl)sulfanyl]propan-2-ol",,,,782.4,,,,,
384828-83-5,DTXSID40895730,"1,3-Bis[(3,3,4,4,5,5,6,6,6-nonafluorohexyl)oxy]propan-2-ol",,,,29070,,,,,
384828-83-5,DTXSID40895730,"1,3-Bis[(3,3,4,4,5,5,6,6,6-nonafluorohexyl)oxy]propan-2-ol",,,,782.4,,,,,
61119-62-8,DTXSID70881363,"1,3-Bis[(6H-perfluorohexyl)methoxy]-2-propanol hydrogen sulfate sodium",,,,29070,,,,,
61119-62-8,DTXSID70881363,"1,3-Bis[(6H-perfluorohexyl)methoxy]-2-propanol hydrogen sulfate sodium",,,,782.4,,,,,
226409-30-9,DTXSID50889140,"1,3-Bis[4-(ethenyloxy)butyl] 2-(perfluorohexyl)ethylpropanedioate",,,,29070,,,,,
226409-30-9,DTXSID50889140,"1,3-Bis[4-(ethenyloxy)butyl] 2-(perfluorohexyl)ethylpropanedioate",,,,782.4,,,,,
4259-29-4,DTXSID50451048,"1,3-Dibromo-1,1,2,2,3,3-hexafluoropropane",,,,52.55,,,,,
4259-29-4,DTXSID50451048,"1,3-Dibromo-1,1,2,2,3,3-hexafluoropropane",,,,4.943,,,,,
124311-10-0,DTXSID30378800,"1,3-dibromo-1,4-dichloro-1,2,2,3,4,4-hexafluorobutane",,,,29070,,,,,
124311-10-0,DTXSID30378800,"1,3-dibromo-1,4-dichloro-1,2,2,3,4,4-hexafluorobutane",,,,782.4,,,,,
124311-10-0,DTXSID30378800,"1,3-dibromo-1,4-dichloro-1,2,2,3,4,4-hexafluorobutane",,,,52.55,,,,,
422-79-7,DTXSID101023218,"1,3-Dibromo-2-chloro-1,1,2,3,3-pentafluoropropane",,,,52.55,,,,,
422-79-7,DTXSID101023218,"1,3-Dibromo-2-chloro-1,1,2,3,3-pentafluoropropane",,,,782.4,,,,,
422-79-7,DTXSID101023218,"1,3-Dibromo-2-chloro-1,1,2,3,3-pentafluoropropane",,,,4.943,,,,,
422-00-4,DTXSID201019244,"1,3-Dichloro-1,1,2,2-tetrafluoropropane",,,,52.55,,,,,
422-00-4,DTXSID201019244,"1,3-Dichloro-1,1,2,2-tetrafluoropropane",,,,4.943,,,,,
507-55-1,DTXSID6042028,"1,3-Dichloro-1,1,2,2,3-pentafluoropropane",,,,52.55,,,,,
507-55-1,DTXSID6042028,"1,3-Dichloro-1,1,2,2,3-pentafluoropropane",,,,4.943,,,,,
662-01-1,DTXSID90216375,"1,3-Dichloro-1,1,2,2,3,3-hexafluoropropane",,,,52.55,,,,,
662-01-1,DTXSID90216375,"1,3-Dichloro-1,1,2,2,3,3-hexafluoropropane",,,,4.943,,,,,
143425-67-6,DTXSID70567271,"1,3-Dichloro-1,1,3,4,4,4-hexafluorobutan-2-one",,,,52.55,,,,,
143425-67-6,DTXSID70567271,"1,3-Dichloro-1,1,3,4,4,4-hexafluorobutan-2-one",,,,4.943,,,,,
356-19-4,DTXSID9059880,"1,3-Dichloro-1,2,2,3,4,4-hexafluoro-cyclobutane",,,,52.55,,,,,
356-19-4,DTXSID9059880,"1,3-Dichloro-1,2,2,3,4,4-hexafluoro-cyclobutane",,,,4.943,,,,,
